FinalID,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,Consumer,ConKingdom,ConTemp,ConMassValueSI,ConTempK,ConMassG
MTD2295,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,0.2124,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,1.0797,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,2.5547,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,4.6728,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,5.9,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,5.7053,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,4.2775,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,2.537,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,0.3599,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2296,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,0.4644,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,0.8154,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,2.4732,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,3.8664,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,5.4,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,4.239,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,3.6342,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,0.1566,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2297,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,1.0602,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,1.3888,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,2.8892,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,4.7306,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,6.2,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,5.952000000000001,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,4.4454,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,0.6448,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,0.0434,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2298,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,0.213,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,0.363,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,1.182,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,2.346,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,2.94,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,3.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,2.301,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,0.708,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2299,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,0.4982,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,1.0293,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,2.1197,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,3.5579,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,4.7,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,4.2911,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,2.7918,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,0.6439,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2300,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,0.609,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,1.1802,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,1.2558,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,1.953,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,4.2,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,3.8514,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,3.1962,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,1.764,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,0.105,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2301,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,0.2346,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,1.3202,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,2.2862,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,3.4914,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,4.6,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,4.0296,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,3.4224,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,2.4564,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,1.6422,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2302,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,0.3556,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,0.9016,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,1.2936,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,2.2652,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,2.8,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,2.2596,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,2.2904,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,1.2236,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2303,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,0.6273,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,1.1526,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,2.499,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,4.1106,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,4.9827,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,5.1,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,4.1973,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,2.3766,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,0.35700000000000004,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2304,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,0.35200000000000004,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,1.012,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,1.5532,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,2.8424,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,4.312,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,3.5288,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,1.6808,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,0.1452,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2305,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,0.3021,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,1.0812,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,2.5228,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,4.1499,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,5.2841,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,5.3,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,3.6623,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,2.0988,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,0.0848,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2306,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,0.4085,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,0.8170000000000001,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,2.451,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,3.0616,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,4.1796,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,4.3,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,2.9627,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,2.0253,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,0.2537,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2307,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,0.8112,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,1.2,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,2.352,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,4.3776,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,4.8,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,4.6848,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,3.7152,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,3.0432,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,0.264,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2308,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,0.425,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,1.13,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,2.45,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,3.375,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,4.635,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,5.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,3.315,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,0.43,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2309,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,0.6302,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,1.3846,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,1.8722,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,2.875,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,4.3608,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,4.6,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,3.6846,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,1.8538,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,0.0644,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2310,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,1.5989,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,2.1889,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,4.0238,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,4.8085,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,5.9,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,5.3926,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,2.1594,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,0.177,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,0.17759,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2311,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,0.44,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,1.18,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,1.945,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,3.565,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,5.0,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,3.29,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,3.405,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,2.62,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2312,Radial Growth Rate,0.355,millimeter / (1 individual * 1 day),Beauveria bassiana,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
